date,title,artist,weeks,current,peak,previous,,
2019/3/9,The Gift,Dai Hirai,2,10,10,96,,
2019/3/2,Tokonoma Seiza Musume,NMB48,1,1,0,0,,
2019/3/2,Happy Birthday,back number,1,2,0,0,,
2019/3/2,Marigold,Aimyon,33,3,3,5,,
2019/3/2,Lemon,Kenshi Yonezu,54,4,1,2,,
2019/3/2,Safe and Sound,Roselia,1,5,0,0,,
2019/3/2,Konya Konomama,Aimyon,18,6,4,8,,
2019/3/2,Y.O.L.O!!!!!,Afterglow,1,7,0,0,,
2019/3/2,By your side,Nine Stars,1,8,0,0,,
2019/3/2,Hakujitsu,King Gnu,1,9,0,0,,
2019/3/2,Wasted Nights,ONE OK ROCK,4,10,6,7,,
2019/2/23,Kaze Wo Matsu,STU48,1,1,0,0,,
2019/2/23,Lemon,Kenshi Yonezu,53,2,1,4,,
2019/2/23,Bitansan,Juice=Juice,1,3,0,0,,
2019/2/23,Reason,Tomohisa Yamashita,1,4,0,0,,
2019/2/23,Marigold,Aimyon,32,5,3,5,,
2019/2/23,Cosmo,PENTAGON,1,6,0,0,,
2019/2/23,Wasted Nights,ONE OK ROCK,3,7,6,6,,
2019/2/23,Konya Konomama,Aimyon,17,8,4,8,,
2019/2/23,Suki To Iwasetai,IZ*ONE,4,9,2,2,,
2019/2/23,U.S.A.,DA PUMP,38,10,2,9,,
2019/2/16,Kimi Wo Daisuki Da,Kis-My-Ft2,2,1,1,85,,
2019/2/16,Suki To Iwasetai,IZ*ONE,3,2,2,76,,
2019/2/16,Believe Again,Saint Snow,1,3,0,0,,
2019/2/16,Lemon,Kenshi Yonezu,52,4,1,3,,
2019/2/16,Marigold,Aimyon,31,5,3,4,,
2019/2/16,Wasted Nights,ONE OK ROCK,2,6,6,14,,
2019/2/16,"Hallo, Freunde!","Hokuto Ijuin (Daichi Kanbara), Kei Tsuzuki (Shunichi Toki), Jun Fuyumi (Takuma Nagatsuka),",1,7,0,0,,
2019/2/16,Konya Konomama,Aimyon,16,8,4,9,,
2019/2/16,U.S.A.,DA PUMP,37,9,2,8,,
2019/2/16,Zipang,HYDE feat.YOSHIKI,1,10,0,0,,
2019/2/9,Homechigirist,Johnny's WEST,1,1,0,0,,
2019/2/9,Homechigirist,Johnny's WEST,1,1,0,0,,
2019/2/9,Tousou Meisou Möbius Loop,"Kanan Matsuura (Nanaka Suwa), Dia Kurosawa (Arisa Komiya), Mari Ohara (Aina Suzuki)",1,2,0,0,,
2019/2/9,Lemon,Kenshi Yonezu,51,3,1,1,,
2019/2/9,Marigold,Aimyon,30,4,3,4,,
2019/2/9,Throw Ya Fist,THE RAMPAGE from EXILE TRIBE,2,5,5,0,,
2019/2/9,Flamingo,Kenshi Yonezu,16,6,1,8,,
2019/2/9,Face My Fears,Hikaru Utada & Skrillex,3,7,3,3,,
2019/2/9,U.S.A.,DA PUMP,36,8,2,6,,
2019/2/9,Konya Konomama,Aimyon,15,9,4,7,,
2019/2/9,Tsubame,Fudanjuku,1,10,0,0,,
2019/2/2,Lemon,Kenshi Yonezu,50,1,1,1,,
2019/2/2,Bokura No Hashittekita Michi Ha...,Aqours,1,2,0,0,,
2019/2/2,Face My Fears,Hikaru Utada & Skrillex,2,3,3,6,,
2019/2/2,Marigold,Aimyon,29,4,3,4,,
2019/2/2,"Over ""Quartzer""",Shuta Sueyoshi Featuring ISSA,10,5,5,86,,
2019/2/2,U.S.A.,DA PUMP,35,6,2,5,,
2019/2/2,Konya Konomama,Aimyon,14,7,4,8,,
2019/2/2,Flamingo,Kenshi Yonezu,15,8,1,7,,
2019/2/2,I Beg You,Aimer,3,9,2,3,,
2019/2/2,Blizzard,Daichi Miura,11,10,2,9,,
2019/1/26,Lemon,Kenshi Yonezu,49,1,1,1,,
2019/1/26,Super Powers,V6,1,2,0,0,,
2019/1/26,I Beg You,Aimer,2,3,2,2,,
2019/1/26,Marigold,Aimyon,28,4,3,3,,
2019/1/26,U.S.A.,DA PUMP,34,5,2,4,,
2019/1/26,Face My Fears,Hikaru Utada & Skrillex,1,6,0,0,,
2019/1/26,Flamingo,Kenshi Yonezu,14,7,1,5,,
2019/1/26,Konya Konomama,Aimyon,13,8,4,6,,
2019/1/26,Blizzard,Daichi Miura,10,9,2,10,,
2019/1/26,Koibito Boshuu Chuu (Kari),Amatsuki,1,10,0,0,,
2019/1/19,Lemon,Kenshi Yonezu,48,1,1,1,,
2019/1/19,I Beg You,Aimer,1,2,0,0,,
2019/1/19,Marigold,Aimyon,27,3,3,3,,
2019/1/19,U.S.A.,DA PUMP,33,4,2,2,,
2019/1/19,Flamingo,Kenshi Yonezu,13,5,1,5,,
2019/1/19,Konya Konomama,Aimyon,12,6,4,7,,
2019/1/19,Boku No Koto,Mrs. GREEN APPLE,3,7,7,36,,
2019/1/19,Ai No Katachi,MISIA Feat.HIDE (GReeeen),24,8,4,4,,
2019/1/19,Egao No Loop,AAA,5,9,9,0,,
2019/1/19,Blizzard,Daichi Miura,9,10,2,10,,
2019/1/12,Lemon,Kenshi Yonezu,47,1,1,1,,
2019/1/12,U.S.A.,DA PUMP,32,2,2,2,,
2019/1/12,Marigold,Aimyon,26,3,3,7,,
2019/1/12,Ai No Katachi,MISIA Feat.HIDE (GReeeen),23,4,4,19,,
2019/1/12,Flamingo,Kenshi Yonezu,12,5,1,4,,
2019/1/12,Let`s Go Bowling,Keisuke Kuwata & The Pin Boys,3,6,6,47,,
2019/1/12,Konya Konomama,Aimyon,11,7,4,5,,
2019/1/12,Kaerimichi Ha Toomawari Shitakunaru,Nogizaka46,12,8,1,9,,
2019/1/12,Idea,Gen Hoshino,20,9,1,40,,
2019/1/12,Blizzard,Daichi Miura,8,10,2,6,,
2019/1/5,Lemon,Kenshi Yonezu,46,1,1,4,,
2019/1/5,U.S.A.,DA PUMP,31,2,2,3,,
2019/1/5,Harmonics,D/Zeal,2,3,3,0,,
2019/1/5,Flamingo,Kenshi Yonezu,11,4,1,5,,
2019/1/5,Konya Konomama,Aimyon,10,5,4,7,,
2019/1/5,Blizzard,Daichi Miura,7,6,2,2,,
2019/1/5,Marigold,Aimyon,25,7,5,13,,
2019/1/5,Prologue,Uru,9,8,6,6,,
2019/1/5,Kaerimichi Ha Toomawari Shitakunaru,Nogizaka46,11,9,1,17,,
2019/1/5,Christmas Song,back number,36,10,1,11,,
2018/12/29,Aitai.Aitai.Aenai.,KinKi Kids,6,1,1,66,,
2018/12/29,Blizzard,Daichi Miura,6,2,2,11,,
2018/12/29,U.S.A.,DA PUMP,30,3,2,2,,
2018/12/29,Lemon,Kenshi Yonezu,45,4,1,4,,
2018/12/29,Flamingo,Kenshi Yonezu,10,5,1,3,,
2018/12/29,Prologue,Uru,8,6,6,10,,
2018/12/29,Konya Konomama,Aimyon,9,7,4,6,,
2018/12/29,Pop Virus,Gen Hoshino,3,8,8,17,,
2018/12/29,Oldfashion,back number,9,9,1,9,,
2018/12/29,Ambivalent,Keyakizaka46,22,10,1,23,,
2018/12/22,Stand By You,SKE48,1,1,0,0,,
2018/12/22,U.S.A.,DA PUMP,29,2,2,6,,
2018/12/22,Flamingo,Kenshi Yonezu,9,3,1,7,,
2018/12/22,Lemon,Kenshi Yonezu,44,4,1,5,,
2018/12/22,Adamas,LiSA,13,5,4,72,,
2018/12/22,Konya Konomama,Aimyon,8,6,4,9,,
2018/12/22,Brave Jewel,Roselia,1,7,0,0,,
2018/12/22,#SINGING,Atarashii Chizu join Music,1,8,0,0,,
2018/12/22,Oldfashion,back number,8,9,1,12,,
2018/12/22,Prologue,Uru,7,10,8,8,,
2018/12/15,KARAKURI Darake No Tenderness,Sexy Zone,1,1,0,0,,
2018/12/15,Gatten Shake!,Matsuri Nine.,1,2,0,0,,
2018/12/15,Over Drive,FANTASTICS from EXILE TRIBE,1,3,0,0,,
2018/12/15,Stereo Future,BiSH,3,4,4,0,,
2018/12/15,Lemon,Kenshi Yonezu,43,5,1,2,,
2018/12/15,U.S.A.,DA PUMP,28,6,2,3,,
2018/12/15,Flamingo,Kenshi Yonezu,8,7,1,6,,
2018/12/15,Prologue,Uru,6,8,8,11,,
2018/12/15,Konya Konomama,Aimyon,7,9,4,7,,
2018/12/15,Reimei,Sayuri * MY FIRST STORY,1,10,0,0,,
2018/12/8,No Way Man,AKB48,3,1,1,70,,
2018/12/8,Lemon,Kenshi Yonezu,42,2,1,5,,
2018/12/8,U.S.A.,DA PUMP,27,3,2,6,,
2018/12/8,Gin No Kisei,Soraru,2,4,4,75,,
2018/12/8,Adabana Necromancy,Furanshushu,1,5,0,0,,
2018/12/8,Flamingo,Kenshi Yonezu,7,6,1,7,,
2018/12/8,Konya Konomama,Aimyon,6,7,4,8,,
2018/12/8,Kaerimichi Ha Toomawari Shitakunaru,Nogizaka46,7,8,1,2,,
2018/12/8,Stand Out Fit In,ONE OK ROCK,2,9,9,10,,
2018/12/8,Oldfashion,back number,6,10,1,1,,
2018/12/1,Oldfashion,back number,5,1,1,8,,
2018/12/1,Kaerimichi Ha Toomawari Shitakunaru,Nogizaka46,6,2,1,1,,
2018/12/1,Jealous,Tohoshinki,5,3,3,97,,
2018/12/1,Setsu Getsu Ka,Otoya Ittoki (Takuma Terashima),1,4,0,0,,
2018/12/1,Lemon,Kenshi Yonezu,41,5,1,6,,
2018/12/1,U.S.A.,DA PUMP,26,6,2,7,,
2018/12/1,Flamingo,Kenshi Yonezu,6,7,1,5,,
2018/12/1,Konya Konomama,Aimyon,5,8,4,4,,
2018/12/1,Kumo Wo Nuketa Aozora,Da-iCE,1,9,0,0,,
2018/12/1,Stand Out Fit In,ONE OK ROCK,1,10,0,0,,
2018/11/24,Kaerimichi Ha Toomawari Shitakunaru,Nogizaka46,5,1,1,10,,
2018/11/24,Hanashi Ga Shitaiyo,BUMP OF CHICKEN,4,2,2,55,,
2018/11/24,Over The Storm,M!LK,1,3,0,0,,
2018/11/24,Konya Konomama,Aimyon,4,4,4,9,,
2018/11/24,Flamingo,Kenshi Yonezu,5,5,1,2,,
2018/11/24,Lemon,Kenshi Yonezu,40,6,1,3,,
2018/11/24,U.S.A.,DA PUMP,25,7,2,7,,
2018/11/24,Oldfashion,back number,4,8,4,4,,
2018/11/24,Yes or Yes,TWICE,2,9,5,5,,
2018/11/24,Tentoumushi,THE YELLOW MONKEY,3,10,10,16,,
2018/11/17,Fake Love,BTS,26,1,1,28,,
2018/11/17,Flamingo,Kenshi Yonezu,4,2,1,1,,
2018/11/17,Lemon,Kenshi Yonezu,39,3,1,3,,
2018/11/17,Oldfashion,back number,3,4,4,81,,
2018/11/17,Yes or Yes,TWICE,1,5,0,0,,
2018/11/17,Union,OxT,1,6,0,0,,
2018/11/17,U.S.A.,DA PUMP,24,7,2,5,,
2018/11/17,GOOD and EVIL,UVERworld,1,8,0,0,,
2018/11/17,Konya Konomama,Aimyon,3,9,7,11,,
2018/11/17,Kaerimichi Ha Toomawari Shitakunaru,Nogizaka46,4,10,10,61,,
2018/11/10,Flamingo,Kenshi Yonezu,3,1,1,11,,
2018/11/10,Shounen,GENERATIONS from EXILE TRIBE,3,2,2,77,,
2018/11/10,Lemon,Kenshi Yonezu,38,3,1,4,,
2018/11/10,Teenage Riot,Kenshi Yonezu,1,4,0,0,,
2018/11/10,U.S.A.,DA PUMP,23,5,2,5,,
2018/11/10,Now Or Never,SF9,1,6,0,0,,
2018/11/10,Ikinari Punch Line,SKE48,13,7,1,0,,
2018/11/10,Kimi No Uta,Arashi,4,8,1,1,,
2018/11/10,Tade Kuu Mushi Mo Like It!,Angerme,1,9,0,0,,
2018/11/10,Prologue,Uru,1,10,0,0,,
2018/11/3,Kimi No Uta,Arashi,3,1,1,71,,
2018/11/3,Furari Ginza,Morning Musume.`18,1,2,0,0,,
2018/11/3,Defiance,Jaejoong,4,3,3,48,,
2018/11/3,Lemon,Kenshi Yonezu,37,4,1,3,,
2018/11/3,U.S.A.,DA PUMP,22,5,2,5,,
2018/11/3,Never Surrender,Nana Mizuki,1,6,0,0,,
2018/11/3,Konya Konomama,Aimyon,1,7,0,0,,
2018/11/3,Iris,Eir Aoi,2,8,8,0,,
2018/11/3,Everything Will Be All Right,LaLuce,1,9,0,0,,
2018/11/3,Ai No Katachi,MISIA Feat.HIDE (GReeeen),13,10,6,7,,
2018/10/27,Boku Datte Naichauyo,NMB48,3,1,1,74,,
2018/10/27,Want you! Want you!,#NAME?,1,2,0,0,,
2018/10/27,Lemon,Kenshi Yonezu,36,3,1,3,,
2018/10/27,Hanashi Ga Shitaiyo/Sirius/Spica,BUMP OF CHICKEN,1,4,0,0,,
2018/10/27,U.S.A.,DA PUMP,21,5,2,2,,
2018/10/27,Memorial,King & Prince,4,6,1,1,,
2018/10/27,Ai No Katachi,MISIA Feat.HIDE (GReeeen),12,7,6,12,,
2018/10/27,Niji,RAINZ,1,8,0,0,,
2018/10/27,Fake Love,BTS,23,9,5,55,,
2018/10/27,Stand By You,Official Hige Dandism,3,10,10,24,,
2018/10/20,Memorial,King & Prince,3,1,1,0,,
2018/10/20,U.S.A.,DA PUMP,20,2,2,3,,
2018/10/20,Lemon,Kenshi Yonezu,35,3,1,4,,
2018/10/20,Adamas,LiSA,4,4,4,83,,
2018/10/20,Jikochu De Ikou!,Nogizaka46,14,5,1,7,,
2018/10/20,The Narrow Way,Ringo Sheena To Hiroji Miyamoto,2,6,6,6,,
2018/10/20,Irmination,SEKAI NO OWARI,1,7,0,0,,
2018/10/20,SCANDAL,U-KISS,1,8,0,0,,
2018/10/20,Gifts,Superfly,2,9,9,47,,
2018/10/20,Reach for the STARS,Nine Stars,1,10,0,0,,
2018/10/13,Kimi.Boku.,Kis-My-Ft2,3,1,1,84,,
2018/10/13,Sekai No Hito He,NGT48,1,2,0,0,,
2018/10/13,U.S.A.,DA PUMP,19,3,2,2,,
2018/10/13,Lemon,Kenshi Yonezu,34,4,1,4,,
2018/10/13,Red Swan,YOSHIKI feat.HYDE,2,5,5,0,,
2018/10/13,The Narrow Way,Ringo Sheena To Hiroji Miyamoto,1,6,0,0,,
2018/10/13,Jikochu De Ikou!,Nogizaka46,13,7,1,10,,
2018/10/13,Ambivalent,Keyakizaka46,11,8,1,12,,
2018/10/13,Ai No Katachi,MISIA Feat.HIDE (GReeeen),10,9,6,8,,
2018/10/13,Toriko,Nissy,8,10,9,9,,
2018/10/6,Yeah Yeah Yeah,Hello!Pro All Stars,1,1,0,0,,
2018/10/6,U.S.A.,DA PUMP,18,2,2,3,,
2018/10/6,Sirius,BUMP OF CHICKEN,1,3,0,0,,
2018/10/6,Lemon,Kenshi Yonezu,33,4,1,4,,
2018/10/6,Precious Summer!,Dempagumi. Inc,1,5,0,0,,
2018/10/6,Idea,Gen Hoshino,6,6,1,5,,
2018/10/6,What You Want,Nana Mizuki,1,7,0,0,,
2018/10/6,Ai No Katachi,MISIA Feat.HIDE (GReeeen),9,8,6,6,,
2018/10/6,Toriko,Nissy,7,9,9,27,,
2018/10/6,Jikochu De Ikou!,Nogizaka46,12,10,1,12,,
2018/9/29,Sentimental Train,AKB48,4,1,1,79,,
2018/9/29,Kessen No Toki,Touken Danshi Team Bakumatsu With Tomoegata Nagina,1,2,0,0,,
2018/9/29,U.S.A.,DA PUMP,17,3,2,4,,
2018/9/29,Lemon,Kenshi Yonezu,32,4,1,5,,
2018/9/29,Idea,Gen Hoshino,5,5,1,9,,
2018/9/29,Ai No Katachi,MISIA Feat.HIDE (GReeeen),8,6,6,8,,
2018/9/29,Ambivalent,Keyakizaka46,9,7,1,15,,
2018/9/29,Hero,Namie Amuro,62,8,1,11,,
2018/9/29,BDZ,TWICE,6,9,7,7,,
2018/9/29,Arigatou,Yu Takahashi,1,10,0,0,,
2018/9/22,Ikiro,NEWS,11,1,1,47,,
2018/9/22,En.Tenka Dash,BOYS AND MEN,1,2,0,0,,
2018/9/22,Livin' It Up,MONSTA X,2,3,3,0,,
2018/9/22,U.S.A.,DA PUMP,16,4,2,2,,
2018/9/22,Lemon,Kenshi Yonezu,31,5,1,7,,
2018/9/22,Bedtime Story,Kana Nishino,2,6,6,16,,
2018/9/22,BDZ,TWICE,5,7,7,12,,
2018/9/22,Ai No Katachi,MISIA Feat.HIDE (GReeeen),7,8,6,10,,
2018/9/22,Idea,Gen Hoshino,4,9,1,4,,
2018/9/22,Dai Fuseikai,back number,7,10,2,8,,
2018/9/15,Koko Ni,Kanjani 8,1,1,0,0,,
2018/9/15,U.S.A.,DA PUMP,15,2,2,2,,
2018/9/15,Black Bird,Aimer,1,3,0,0,,
2018/9/15,Idea,Gen Hoshino,3,4,1,1,,
2018/9/15,Brand New Anniversary,B2Takes!,1,5,0,0,,
2018/9/15,Jikochu De Ikou!,Nogizaka46,9,6,1,6,,
2018/9/15,Lemon,Kenshi Yonezu,30,7,1,8,,
2018/9/15,Dai Fuseikai,back number,6,8,2,3,,
2018/9/15,Ambivalent,Keyakizaka46,7,9,1,7,,
2018/9/15,Ai No Katachi,MISIA Feat.HIDE (GReeeen),6,10,6,10,,
2018/9/8,Idea,Gen Hoshino,2,1,1,1,,
2018/9/8,U.S.A.,DA PUMP,14,2,2,3,,
2018/9/8,Dai Fuseikai,back number,5,3,2,2,,
2018/9/8,Fanfale,Sumika,6,4,4,58,,
2018/9/8,Joy Shitai Kimochi,A.B.C-Z,2,5,5,100,,
2018/9/8,Jikochu De Ikou!,Nogizaka46,8,6,1,7,,
2018/9/8,Ambivalent,Keyakizaka46,6,7,1,5,,
2018/9/8,Lemon,Kenshi Yonezu,29,8,1,8,,
2018/9/8,Trinity Field,"Rin Shibuya (Ayaka Fukuhara), Karen Houjo (Mai Fuchigami), Nao Kamiya (Eriko Matsui)",1,9,0,0,,
2018/9/8,Ai No Katachi,MISIA Feat.HIDE (GReeeen),5,10,6,6,,
2018/9/1,Idea,Gen Hoshino,1,1,0,0,,
2018/9/1,Dai Fuseikai,back number,4,2,2,55,,
2018/9/1,U.S.A.,DA PUMP,13,3,2,4,,
2018/9/1,One More Purple Funk...(Katana),ENDRECHERI,1,4,0,0,,
2018/9/1,Ambivalent,Keyakizaka46,5,5,1,1,,
2018/9/1,Ai No Katachi,MISIA Feat.HIDE (GReeeen),4,6,6,7,,
2018/9/1,Jikochu De Ikou!,Nogizaka46,7,7,1,3,,
2018/9/1,Lemon,Kenshi Yonezu,28,8,1,5,,
2018/9/1,Natsu No Magic,SNUPER,1,9,0,0,,
2018/9/1,DDU-DU DDU-DU,BLACKPINK,11,10,7,43,,
2018/8/25,Ambivalent,Keyakizaka46,4,1,1,26,,
2018/8/25,Start Dash!,Johnny's WEST,1,2,0,0,,
2018/8/25,Jikochu De Ikou!,Nogizaka46,6,3,1,1,,
2018/8/25,U.S.A.,DA PUMP,12,4,2,2,,
2018/8/25,Lemon,Kenshi Yonezu,27,5,1,4,,
2018/8/25,Moshi Kimi Wo Yurusetara,Leo Ieiri,3,6,6,16,,
2018/8/25,Ai No Katachi,MISIA Feat.HIDE (GReeeen),3,7,7,10,,
2018/8/25,Marigold,Aimyon,6,8,5,5,,
2018/8/25,Natsuhayate,Arashi,2,9,7,7,,
2018/8/25,Uchiage Hanabi,Daoko X Kehshi Yonezu,54,10,1,15,,
2018/8/18,Jikochu De Ikou!,Nogizaka46,5,1,1,12,,
2018/8/18,U.S.A.,DA PUMP,11,2,2,4,,
2018/8/18,Chaser,UP10TION,1,3,0,0,,
2018/8/18,Lemon,Kenshi Yonezu,26,4,1,9,,
2018/8/18,Marigold,Aimyon,5,5,5,28,,
2018/8/18,Jesus,Bullet Train,1,6,0,0,,
2018/8/18,Natsuhayate,Arashi,1,7,0,0,,
2018/8/18,Cosmic Human,Hey! Say! JUMP,2,8,1,1,,
2018/8/18,Itoshi (sa),"Sachiko Koshimizu (Ayana Taketatsu), Riina Tada (Ruriko Aoki), Hajime Fujiwara (Minori Suz",1,9,0,0,,
2018/8/18,Ai No Katachi,MISIA Feat.HIDE (GReeeen),2,10,10,23,,
2018/8/11,Cosmic Human,Hey! Say! JUMP,1,1,0,0,,
2018/8/11,Fly To The Future,QUARTET NIGHT,1,2,0,0,,
2018/8/11,"Thank you, FRIENDS!!",Aqours,1,3,0,0,,
2018/8/11,U.S.A.,DA PUMP,10,4,2,3,,
2018/8/11,Sunny Side,SHINee,2,5,5,63,,
2018/8/11,Sweet Devil,Super Dragon,1,6,0,0,,
2018/8/11,Natsushippu,Arashi,6,7,1,1,,
2018/8/11,Sekai Ha Anata Ni Waraikakete Iru,Little Glee Monster,5,8,8,34,,
2018/8/11,Lemon,Kenshi Yonezu,25,9,1,7,,
2018/8/11,Ao To Natsu,Mrs. GREEN APPLE,4,10,10,33,,
2018/8/4,Natsushippu,Arashi,5,1,1,96,,
2018/8/4,Road,Tohoshinki,6,2,2,69,,
2018/8/4,U.S.A.,DA PUMP,9,3,2,2,,
2018/8/4,Gyakko,Maaya Sakamoto,1,4,0,0,,
2018/8/4,Bouen No March,BUMP OF CHICKEN,1,5,0,0,,
2018/8/4,R,Roselia,1,6,0,0,,
2018/8/4,Lemon,Kenshi Yonezu,24,7,1,5,,
2018/8/4,Uta Yell,Yuzu,6,8,8,8,,
2018/8/4,Sounen JUMP,Southern All Stars,3,9,9,39,,
2018/8/4,Call Me,Boyfriend,1,10,0,0,,
2018/7/28,Gyakuten Lovers,Ken Tackey,1,1,0,0,,
2018/7/28,U.S.A.,DA PUMP,8,2,2,2,,
2018/7/28,Date No Hi Ha Nido Kurai Shower Shite Dekaketai,Camellia Factory,1,3,0,0,,
2018/7/28,Hard Hit,THE RAMPAGE from EXILE TRIBE,1,4,0,0,,
2018/7/28,Lemon,Kenshi Yonezu,23,5,1,3,,
2018/7/28,Dance The Night Away,TWICE,2,6,5,5,,
2018/7/28,Mosquito Bite,[Alexandros],2,7,7,41,,
2018/7/28,Uta Yell,Yuzu,5,8,8,0,,
2018/7/28,Ikinari Punch Line,SKE48,3,9,1,13,,
2018/7/28,Mirai No Theme,Tatsuro Yamashita,4,10,6,6,,
2018/7/21,L.O.V.E.,Kis-My-Ft2,2,1,1,81,,
2018/7/21,U.S.A.,DA PUMP,7,2,2,2,,
2018/7/21,Lemon,Kenshi Yonezu,22,3,1,3,,
2018/7/21,Starting Over,DISH//,1,4,0,0,,
2018/7/21,Dance The Night Away,TWICE,1,5,0,0,,
2018/7/21,Mirai No Theme,Tatsuro Yamashita,3,6,6,52,,
2018/7/21,Uchiage Hanabi,Daoko X Kehshi Yonezu,49,7,1,7,,
2018/7/21,Double Rainbow,Poppin'Party,1,8,0,0,,
2018/7/21,Message,Bank Band With Salyu,1,9,0,0,,
2018/7/21,Cinderella Girl,King & Prince,14,10,1,10,,
2018/7/14,Ikinari Punch Line,SKE48,1,1,0,0,,
2018/7/14,U.S.A.,DA PUMP,6,2,2,4,,
2018/7/14,Lemon,Kenshi Yonezu,21,3,1,3,,
2018/7/14,Hayaokuri Calendar,HKT48,5,4,1,0,,
2018/7/14,Loser,Kenshi Yonezu,70,5,3,10,,
2018/7/14,Blue,NEWS,5,6,1,1,,
2018/7/14,Uchiage Hanabi,Daoko X Kehshi Yonezu,48,7,1,11,,
2018/7/14,Sign,Jejung,7,8,2,2,,
2018/7/14,Hatsukoi,Hikaru Utada,6,9,2,6,,
2018/7/14,Cinderella Girl,King & Prince,13,10,1,7,,
2018/7/7,Blue,NEWS,4,1,1,29,,
2018/7/7,Sign,Jejung,6,2,2,30,,
2018/7/7,Lemon,Kenshi Yonezu,20,3,1,4,,
2018/7/7,U.S.A.,DA PUMP,5,4,3,3,,
2018/7/7,Life Is Beautiful,BiSH,2,5,5,63,,
2018/7/7,Hatsukoi,Hikaru Utada,5,6,2,9,,
2018/7/7,Cinderella Girl,King & Prince,12,7,1,15,,
2018/7/7,Tatakau Senshi Tachi He Ai Wo Komete,Southern All Stars,5,8,5,5,,
2018/7/7,Hop?Step?Waai!,Aqours,1,9,0,0,,
2018/7/7,Loser,Kenshi Yonezu,69,10,3,11,,
2018/6/30,THE New Era,GOT7,3,1,1,0,,
2018/6/30,Summer Love,Mag!C Prince,1,2,0,0,,
2018/6/30,U.S.A.,DA PUMP,4,3,3,5,,
2018/6/30,Lemon,Kenshi Yonezu,19,4,1,4,,
2018/6/30,Tatakau Senshi Tachi He Ai Wo Komete,Southern All Stars,4,5,5,6,,
2018/6/30,Echo,Dean Fujioka,5,6,6,19,,
2018/6/30,DDU-DU DDU-DU,BLACKPINK,2,7,7,27,,
2018/6/30,Volt-age,Suchmos,4,8,8,35,,
2018/6/30,Hatsukoi,Hikaru Utada,4,9,2,7,,
2018/6/30,Date,Soma Saito,1,10,0,0,,
2018/6/23,Are You Happy?,Morning Musume.`18,1,1,0,0,,
2018/6/23,Teacher Teacher,AKB48,4,2,1,2,,
2018/6/23,F.L.Y. BOYS F.L.Y. GIRLS,GENERATIONS from EXILE TRIBE,3,3,3,65,,
2018/6/23,Lemon,Kenshi Yonezu,18,4,1,5,,
2018/6/23,U.S.A.,DA PUMP,3,5,3,3,,
2018/6/23,Tatakau Senshi Tachi He Ai Wo Komete,Southern All Stars,3,6,6,57,,
2018/6/23,Hatsukoi,Hikaru Utada,3,7,2,8,,
2018/6/23,Hinomaru,RADWIMPS,2,8,8,27,,
2018/6/23,Bboom Bboom,MOMOLAND,16,9,9,50,,
2018/6/23,Ryusei,Aoi Eir,8,10,10,93,,
2018/6/16,Innocent Days,Sexy Zone,1,1,0,0,,
2018/6/16,Teacher Teacher,AKB48,3,2,1,1,,
2018/6/16,U.S.A.,DA PUMP,2,3,3,81,,
2018/6/16,De Ka Do N De N,Shiritsu Ebisu Chugaku,1,4,0,0,,
2018/6/16,Lemon,Kenshi Yonezu,17,5,1,5,,
2018/6/16,Take my hand,Kim Hyun Joong,1,6,0,0,,
2018/6/16,Katarushisuto,RADWIMPS,2,7,7,20,,
2018/6/16,Hatsukoi,Hikaru Utada,2,8,2,2,,
2018/6/16,Wake Me Up,TWICE,8,9,1,8,,
2018/6/16,Cinderella Girl,King & Prince,9,10,1,4,,
2018/6/9,Teacher Teacher,AKB48,2,1,1,0,,
2018/6/9,Hatsukoi,Hikaru Utada,1,2,0,0,,
2018/6/9,Crazy Rays,V6,1,3,0,0,,
2018/6/9,Cinderella Girl,King & Prince,8,4,1,1,,
2018/6/9,Lemon,Kenshi Yonezu,16,5,1,4,,
2018/6/9,Fakeshow,Da-iCE,1,6,0,0,,
2018/6/9,Pride,Yu Takahashi,2,7,7,26,,
2018/6/9,Wake Me Up,TWICE,7,8,1,3,,
2018/6/9,Loser,Kenshi Yonezu,65,9,3,6,,
2018/6/9,Fake Love,BTS,3,10,5,5,,
2018/6/2,Cinderella Girl,King & Prince,7,1,1,31,,
2018/6/2,Ai Wo Ganbatte,Akiko Wada With Boys And Men Kenkyusei,1,2,0,0,,
2018/6/2,Wake Me Up,TWICE,6,3,1,1,,
2018/6/2,Lemon,Kenshi Yonezu,15,4,1,4,,
2018/6/2,Fake Love,BTS,2,5,5,10,,
2018/6/2,Loser,Kenshi Yonezu,64,6,3,6,,
2018/6/2,Mamma Mia,SF9,1,7,0,0,,
2018/6/2,Syncronicity,Nogizaka46,8,8,1,5,,
2018/6/2,Kabuto,[Alexandros],1,9,0,0,,
2018/6/2,Over,XOX,1,10,0,0,,
2018/5/26,Wake Me Up,TWICE,5,1,1,32,,
2018/5/26,Be In Sight,Toukendanshi Formation Of Tsuwamono,2,2,2,0,,
2018/5/26,Teokure Caution,#NAME?,1,3,0,0,,
2018/5/26,Lemon,Kenshi Yonezu,14,4,1,2,,
2018/5/26,Syncronicity,Nogizaka46,7,5,1,3,,
2018/5/26,Loser,Kenshi Yonezu,63,6,3,66,,
2018/5/26,Oni Pop Geki Catchy Saikyo Hyper Ultra Music,Yabai T Shirts Yasan,1,7,0,0,,
